order_id;customer_id;order_date;delivery_due_date;priority_level;total_weight_kg;total_volume_cbm;pallet_count;goods_type;material;plant;storage_location;goods_sensitivity;pickup_location_id;delivery_location_id;promised_eta;order_status;price
ORD-0006690;CUST-01466;2026-01-09;2026-01-11;Low;2540;11,64;23;Textiles;MAT-9779;KOL-PLANT;SL-12;Hazardous;WH-KOL-01;WH-BHU-01;2026-01-11 06:00;Confirmed;54580
ORD-0006691;CUST-02232;2026-02-02;2026-02-04;High;1697;15,03;24;Steel;MAT-1572;PUN-PLANT;SL-3;Temperature Controlled;WH-PUN-01;WH-NAG-01;2026-02-04 06:00;Confirmed;154240
ORD-0006692;CUST-00430;2026-03-21;2026-03-23;High;1629;22,84;1;Machinery;MAT-9447;HYD-PLANT;SL-5;Hazardous;WH-HYD-01;WH-VIZ-01;2026-03-23 06:00;Confirmed;758403
ORD-0006693;CUST-01856;2026-01-06;2026-01-08;High;1638;19,65;11;Steel;MAT-2847;AHM-PLANT;SL-15;Fragile;WH-AHM-01;WH-JAI-01;2026-01-08 06:00;Confirmed;798148
ORD-0006694;CUST-00282;2026-01-18;2026-01-20;High;222;4,68;10;Pharma;MAT-5875;LUC-PLANT;SL-5;Temperature Controlled;WH-LUC-01;WH-DEL-01;2026-01-20 06:00;Confirmed;212725
ORD-0006695;CUST-02250;2026-02-02;2026-02-04;Medium;2369;19,57;28;Pharma;MAT-5136;IND-PLANT;SL-15;Hazardous;WH-IND-01;WH-MUM-01;2026-02-04 06:00;Confirmed;246854
ORD-0006696;CUST-01821;2026-03-29;2026-03-31;Low;239;8,46;21;Auto Parts;MAT-9016;COI-PLANT;SL-5;Temperature Controlled;WH-COI-01;WH-CHE-01;2026-03-31 06:00;Confirmed;520847
ORD-0006697;CUST-01336;2026-02-09;2026-02-11;Medium;367;4,33;28;Steel;MAT-6532;PAT-PLANT;SL-8;Temperature Controlled;WH-PAT-01;WH-KOL-01;2026-02-11 06:00;Confirmed;793505
ORD-0006698;CUST-02239;2026-01-04;2026-01-06;Medium;3177;7,64;29;Machinery;MAT-5888;RAN-PLANT;SL-9;Fragile;WH-RAN-01;WH-DEL-01;2026-01-06 06:00;Confirmed;529184
ORD-0006699;CUST-01907;2026-01-26;2026-01-28;Low;3563;20,75;25;Electronics;MAT-1883;GUW-PLANT;SL-15;Normal;WH-GUW-01;WH-SIL-01;2026-01-28 06:00;Confirmed;240643
ORD-0006700;CUST-01417;2026-03-18;2026-03-20;Medium;271;9,67;1;Steel;MAT-5533;BAN-PLANT;SL-12;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-03-20 06:00;Confirmed;250962
ORD-0006701;CUST-00780;2026-01-21;2026-01-23;Low;1289;2,45;17;FMCG;MAT-8426;BAN-PLANT;SL-3;Hazardous;WH-BAN-01;WH-HYD-01;2026-01-23 06:00;Confirmed;302453
ORD-0006702;CUST-00517;2026-01-06;2026-01-08;High;3503;4,1;17;Electronics;MAT-1991;BAN-PLANT;SL-12;Normal;WH-BAN-01;WH-CHE-01;2026-01-08 06:00;Confirmed;78216
ORD-0006703;CUST-00383;2026-03-10;2026-03-12;Low;2801;19,84;9;Pharma;MAT-9600;BAN-PLANT;SL-3;Hazardous;WH-BAN-01;WH-MUM-01;2026-03-12 06:00;Confirmed;338516
ORD-0006704;CUST-00319;2026-01-19;2026-01-21;High;1252;14,4;2;Pharma;MAT-1528;BAN-PLANT;SL-15;Fragile;WH-BAN-01;WH-DEL-01;2026-01-21 06:00;Confirmed;780241
ORD-0006705;CUST-00506;2026-03-29;2026-03-31;Low;636;21,68;21;Machinery;MAT-6673;DEL-PLANT;SL-6;Hazardous;WH-DEL-01;WH-MUM-01;2026-03-31 06:00;Confirmed;670272
ORD-0006706;CUST-01341;2026-02-15;2026-02-17;Low;2300;16,4;27;Steel;MAT-8479;DEL-PLANT;SL-11;Temperature Controlled;WH-DEL-01;WH-KOL-01;2026-02-17 06:00;Confirmed;680915
ORD-0006707;CUST-02616;2026-02-23;2026-02-25;High;1557;13,14;5;Auto Parts;MAT-2360;DEL-PLANT;SL-6;Hazardous;WH-DEL-01;WH-JAI-01;2026-02-25 06:00;Confirmed;295534
ORD-0006708;CUST-02444;2026-01-17;2026-01-19;Low;3939;8,66;6;Textiles;MAT-6460;MUM-PLANT;SL-2;Temperature Controlled;WH-MUM-01;WH-AHM-01;2026-01-19 06:00;Confirmed;92230
ORD-0006709;CUST-01372;2026-01-23;2026-01-25;Medium;3146;8,46;6;Machinery;MAT-9085;MUM-PLANT;SL-15;Fragile;WH-MUM-01;WH-PUN-01;2026-01-25 06:00;Confirmed;585342
ORD-0006710;CUST-02193;2026-01-12;2026-01-14;Low;3709;12,65;12;Electronics;MAT-3413;MUM-PLANT;SL-2;Fragile;WH-MUM-01;WH-SUR-01;2026-01-14 06:00;Confirmed;600082
ORD-0006711;CUST-02680;2026-03-31;2026-04-02;High;577;10,7;29;Steel;MAT-2400;CHE-PLANT;SL-2;Fragile;WH-CHE-01;WH-HYD-01;2026-04-02 06:00;Confirmed;406218
ORD-0006712;CUST-01623;2026-01-22;2026-01-24;High;3503;16,86;10;Auto Parts;MAT-6825;CHE-PLANT;SL-9;Fragile;WH-CHE-01;WH-KOL-01;2026-01-24 06:00;Confirmed;667482
ORD-0006713;CUST-00833;2026-01-01;2026-01-03;Medium;1233;6,16;21;Auto Parts;MAT-6189;CHE-PLANT;SL-15;Temperature Controlled;WH-CHE-01;WH-BAN-01;2026-01-03 06:00;Confirmed;145104
ORD-0006714;CUST-01533;2026-01-12;2026-01-14;Medium;2844;24,83;17;Pharma;MAT-3742;KOL-PLANT;SL-10;Temperature Controlled;WH-KOL-01;WH-GUW-01;2026-01-14 06:00;Confirmed;332925
ORD-0006715;CUST-00612;2026-01-23;2026-01-25;Medium;3943;24,24;30;Pharma;MAT-7871;KOL-PLANT;SL-14;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-25 06:00;Confirmed;692212
ORD-0006716;CUST-02738;2026-02-28;2026-03-02;Medium;2184;9,79;8;Machinery;MAT-8649;PUN-PLANT;SL-6;Hazardous;WH-PUN-01;WH-NAG-01;2026-03-02 06:00;Confirmed;157094
ORD-0006717;CUST-01218;2026-01-21;2026-01-23;High;2670;8,58;16;Auto Parts;MAT-9397;HYD-PLANT;SL-7;Normal;WH-HYD-01;WH-VIZ-01;2026-01-23 06:00;Confirmed;373134
ORD-0006718;CUST-00378;2026-02-22;2026-02-24;High;1110;12,05;15;Steel;MAT-3152;AHM-PLANT;SL-6;Temperature Controlled;WH-AHM-01;WH-JAI-01;2026-02-24 06:00;Confirmed;145542
ORD-0006719;CUST-02806;2026-01-03;2026-01-05;Medium;1763;13,2;1;Textiles;MAT-8659;LUC-PLANT;SL-12;Normal;WH-LUC-01;WH-DEL-01;2026-01-05 06:00;Confirmed;629225
ORD-0006720;CUST-00136;2026-02-23;2026-02-25;High;2491;9,84;30;Pharma;MAT-6460;IND-PLANT;SL-7;Hazardous;WH-IND-01;WH-MUM-01;2026-02-25 06:00;Confirmed;779718
ORD-0006721;CUST-01404;2026-02-06;2026-02-08;Medium;1289;1,37;26;FMCG;MAT-3396;COI-PLANT;SL-14;Fragile;WH-COI-01;WH-CHE-01;2026-02-08 06:00;Confirmed;477235
ORD-0006722;CUST-02750;2026-01-04;2026-01-06;High;2549;5,83;18;Pharma;MAT-8166;PAT-PLANT;SL-3;Normal;WH-PAT-01;WH-KOL-01;2026-01-06 06:00;Confirmed;587435
ORD-0006723;CUST-02149;2026-01-16;2026-01-18;High;1562;1,6;21;Electronics;MAT-5880;RAN-PLANT;SL-6;Fragile;WH-RAN-01;WH-DEL-01;2026-01-18 06:00;Confirmed;390288
ORD-0006724;CUST-02351;2026-02-01;2026-02-03;Low;2179;3,86;15;Textiles;MAT-8403;GUW-PLANT;SL-14;Temperature Controlled;WH-GUW-01;WH-SIL-01;2026-02-03 06:00;Confirmed;404843
ORD-0006725;CUST-02410;2026-03-26;2026-03-28;High;1098;14,16;26;Pharma;MAT-3847;BAN-PLANT;SL-8;Normal;WH-BAN-01;WH-MYS-01;2026-03-28 06:00;Confirmed;276147
ORD-0006726;CUST-01612;2026-01-20;2026-01-22;Low;2709;2,09;11;Textiles;MAT-8365;BAN-PLANT;SL-11;Normal;WH-BAN-01;WH-HYD-01;2026-01-22 06:00;Confirmed;628346
ORD-0006727;CUST-02131;2026-02-26;2026-02-28;High;741;2,56;30;Machinery;MAT-5778;BAN-PLANT;SL-12;Hazardous;WH-BAN-01;WH-CHE-01;2026-02-28 06:00;Confirmed;265464
ORD-0006728;CUST-01017;2026-03-31;2026-04-02;Medium;2617;17,17;26;FMCG;MAT-9527;BAN-PLANT;SL-3;Hazardous;WH-BAN-01;WH-MUM-01;2026-04-02 06:00;Confirmed;792496
ORD-0006729;CUST-01735;2026-02-01;2026-02-03;Medium;248;23,85;20;Textiles;MAT-3185;BAN-PLANT;SL-4;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-02-03 06:00;Confirmed;141644
ORD-0006730;CUST-00308;2026-01-16;2026-01-18;Low;2419;22,21;23;Machinery;MAT-9733;DEL-PLANT;SL-11;Normal;WH-DEL-01;WH-MUM-01;2026-01-18 06:00;Confirmed;771177
ORD-0006731;CUST-00029;2026-03-16;2026-03-18;High;1725;2,87;14;Steel;MAT-4794;DEL-PLANT;SL-4;Temperature Controlled;WH-DEL-01;WH-KOL-01;2026-03-18 06:00;Confirmed;223023
ORD-0006732;CUST-00873;2026-02-01;2026-02-03;High;872;20,56;7;Steel;MAT-7417;DEL-PLANT;SL-10;Normal;WH-DEL-01;WH-JAI-01;2026-02-03 06:00;Confirmed;200804
ORD-0006733;CUST-02386;2026-01-28;2026-01-30;High;863;7,92;30;Textiles;MAT-6896;MUM-PLANT;SL-11;Fragile;WH-MUM-01;WH-AHM-01;2026-01-30 06:00;Confirmed;734621
ORD-0006734;CUST-02109;2026-03-30;2026-04-01;Medium;1760;2,04;12;FMCG;MAT-8301;MUM-PLANT;SL-6;Normal;WH-MUM-01;WH-PUN-01;2026-04-01 06:00;Confirmed;512596
ORD-0006735;CUST-00139;2026-02-25;2026-02-27;Low;2141;14,34;25;Electronics;MAT-7429;MUM-PLANT;SL-12;Normal;WH-MUM-01;WH-SUR-01;2026-02-27 06:00;Confirmed;560580
ORD-0006736;CUST-00389;2026-03-24;2026-03-26;Low;797;16,04;11;Pharma;MAT-9170;CHE-PLANT;SL-8;Hazardous;WH-CHE-01;WH-HYD-01;2026-03-26 06:00;Confirmed;703322
ORD-0006737;CUST-00252;2026-02-24;2026-02-26;Low;841;1,2;19;Pharma;MAT-9819;CHE-PLANT;SL-12;Temperature Controlled;WH-CHE-01;WH-KOL-01;2026-02-26 06:00;Confirmed;381395
ORD-0006738;CUST-02900;2026-02-01;2026-02-03;Low;2387;15,46;17;Steel;MAT-7623;CHE-PLANT;SL-13;Normal;WH-CHE-01;WH-BAN-01;2026-02-03 06:00;Confirmed;205405
ORD-0006739;CUST-00029;2026-03-08;2026-03-10;Low;3620;11,42;11;Electronics;MAT-5327;KOL-PLANT;SL-6;Hazardous;WH-KOL-01;WH-GUW-01;2026-03-10 06:00;Confirmed;467903
ORD-0006740;CUST-01241;2026-01-23;2026-01-25;Medium;1578;24,19;2;Auto Parts;MAT-3769;KOL-PLANT;SL-7;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-25 06:00;Confirmed;79676
ORD-0006741;CUST-00541;2026-01-31;2026-02-02;High;1125;6,73;22;Pharma;MAT-1273;PUN-PLANT;SL-4;Normal;WH-PUN-01;WH-NAG-01;2026-02-02 06:00;Confirmed;472957
ORD-0006742;CUST-00632;2026-01-06;2026-01-08;Medium;2660;8,15;17;Auto Parts;MAT-8413;HYD-PLANT;SL-13;Normal;WH-HYD-01;WH-VIZ-01;2026-01-08 06:00;Confirmed;678957
ORD-0006743;CUST-01878;2026-02-23;2026-02-25;High;2764;14,04;21;Electronics;MAT-6921;AHM-PLANT;SL-14;Temperature Controlled;WH-AHM-01;WH-JAI-01;2026-02-25 06:00;Confirmed;146539
ORD-0006744;CUST-01198;2026-03-29;2026-03-31;Low;2947;21,12;10;Pharma;MAT-2670;LUC-PLANT;SL-8;Hazardous;WH-LUC-01;WH-DEL-01;2026-03-31 06:00;Confirmed;199431
ORD-0006745;CUST-00676;2026-01-16;2026-01-18;Medium;3104;2,23;22;Electronics;MAT-8643;IND-PLANT;SL-6;Hazardous;WH-IND-01;WH-MUM-01;2026-01-18 06:00;Confirmed;694054
ORD-0006746;CUST-01224;2026-03-24;2026-03-26;Medium;3857;8,59;9;FMCG;MAT-8585;COI-PLANT;SL-12;Normal;WH-COI-01;WH-CHE-01;2026-03-26 06:00;Confirmed;275990
ORD-0006747;CUST-02828;2026-01-01;2026-01-03;Low;232;8,11;9;Steel;MAT-5363;PAT-PLANT;SL-7;Hazardous;WH-PAT-01;WH-KOL-01;2026-01-03 06:00;Confirmed;701373
ORD-0006748;CUST-02125;2026-03-02;2026-03-04;Medium;648;2,27;28;Auto Parts;MAT-7031;RAN-PLANT;SL-12;Hazardous;WH-RAN-01;WH-DEL-01;2026-03-04 06:00;Confirmed;158923
ORD-0006749;CUST-02288;2026-01-16;2026-01-18;Low;3800;2,27;22;Electronics;MAT-7647;GUW-PLANT;SL-14;Hazardous;WH-GUW-01;WH-SIL-01;2026-01-18 06:00;Confirmed;646009
ORD-0006750;CUST-01178;2026-03-07;2026-03-09;Low;1608;3,36;30;Electronics;MAT-1301;BAN-PLANT;SL-12;Normal;WH-BAN-01;WH-MYS-01;2026-03-09 06:00;Confirmed;289357
ORD-0006751;CUST-00485;2026-02-03;2026-02-05;High;3840;5,81;24;FMCG;MAT-1599;BAN-PLANT;SL-1;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-02-05 06:00;Confirmed;470351
ORD-0006752;CUST-00028;2026-01-13;2026-01-15;Medium;326;7,57;3;FMCG;MAT-6017;BAN-PLANT;SL-6;Hazardous;WH-BAN-01;WH-CHE-01;2026-01-15 06:00;Confirmed;605512
ORD-0006753;CUST-00644;2026-02-21;2026-02-23;Low;3895;17,9;29;FMCG;MAT-5117;BAN-PLANT;SL-9;Normal;WH-BAN-01;WH-MUM-01;2026-02-23 06:00;Confirmed;125346
ORD-0006754;CUST-01071;2026-01-01;2026-01-03;Low;1105;4,46;20;Machinery;MAT-3546;BAN-PLANT;SL-9;Normal;WH-BAN-01;WH-DEL-01;2026-01-03 06:00;Confirmed;544427
ORD-0006755;CUST-01844;2026-02-03;2026-02-05;Low;1437;20,29;23;Auto Parts;MAT-6761;DEL-PLANT;SL-8;Hazardous;WH-DEL-01;WH-MUM-01;2026-02-05 06:00;Confirmed;423028
ORD-0006756;CUST-01800;2026-02-23;2026-02-25;High;2829;10,75;23;Electronics;MAT-4540;DEL-PLANT;SL-8;Temperature Controlled;WH-DEL-01;WH-KOL-01;2026-02-25 06:00;Confirmed;621699
ORD-0006757;CUST-00634;2026-03-10;2026-03-12;Low;2892;21,85;2;Steel;MAT-3489;DEL-PLANT;SL-11;Fragile;WH-DEL-01;WH-JAI-01;2026-03-12 06:00;Confirmed;366632
ORD-0006758;CUST-01502;2026-02-22;2026-02-24;Medium;2353;7,32;2;FMCG;MAT-2707;MUM-PLANT;SL-6;Temperature Controlled;WH-MUM-01;WH-AHM-01;2026-02-24 06:00;Confirmed;181697
ORD-0006759;CUST-02485;2026-03-30;2026-04-01;Low;3991;12,58;20;Textiles;MAT-6827;MUM-PLANT;SL-4;Temperature Controlled;WH-MUM-01;WH-PUN-01;2026-04-01 06:00;Confirmed;235266
ORD-0006760;CUST-01909;2026-02-23;2026-02-25;Medium;1983;18,05;12;Pharma;MAT-6294;MUM-PLANT;SL-7;Fragile;WH-MUM-01;WH-SUR-01;2026-02-25 06:00;Confirmed;159301
ORD-0006761;CUST-02690;2026-01-17;2026-01-19;Medium;3666;5,12;18;FMCG;MAT-8261;CHE-PLANT;SL-6;Hazardous;WH-CHE-01;WH-HYD-01;2026-01-19 06:00;Confirmed;519334
ORD-0006762;CUST-02558;2026-01-23;2026-01-25;Low;2312;20,58;19;Electronics;MAT-7502;CHE-PLANT;SL-7;Hazardous;WH-CHE-01;WH-KOL-01;2026-01-25 06:00;Confirmed;414289
ORD-0006763;CUST-00945;2026-02-20;2026-02-22;Low;290;20,36;4;Textiles;MAT-8807;CHE-PLANT;SL-5;Normal;WH-CHE-01;WH-BAN-01;2026-02-22 06:00;Confirmed;329670
ORD-0006764;CUST-02214;2026-02-03;2026-02-05;Low;587;14,47;11;Steel;MAT-1175;KOL-PLANT;SL-9;Hazardous;WH-KOL-01;WH-GUW-01;2026-02-05 06:00;Confirmed;80160
ORD-0006765;CUST-02567;2026-01-11;2026-01-13;Low;2301;10,2;24;Textiles;MAT-2779;KOL-PLANT;SL-14;Temperature Controlled;WH-KOL-01;WH-BHU-01;2026-01-13 06:00;Confirmed;525420
ORD-0006766;CUST-00383;2026-03-14;2026-03-16;High;3731;17,35;20;Steel;MAT-2527;PUN-PLANT;SL-12;Hazardous;WH-PUN-01;WH-NAG-01;2026-03-16 06:00;Confirmed;488803
ORD-0006767;CUST-02911;2026-03-18;2026-03-20;Low;1593;6,4;22;Pharma;MAT-9695;HYD-PLANT;SL-7;Normal;WH-HYD-01;WH-VIZ-01;2026-03-20 06:00;Confirmed;129991
ORD-0006768;CUST-01114;2026-02-21;2026-02-23;Low;3051;19,06;16;FMCG;MAT-9290;AHM-PLANT;SL-2;Hazardous;WH-AHM-01;WH-JAI-01;2026-02-23 06:00;Confirmed;751008
ORD-0006769;CUST-01547;2026-02-16;2026-02-18;Low;1070;15,32;22;Electronics;MAT-7653;LUC-PLANT;SL-1;Normal;WH-LUC-01;WH-DEL-01;2026-02-18 06:00;Confirmed;217991
ORD-0006770;CUST-01424;2026-01-31;2026-02-02;High;436;14,75;27;Steel;MAT-5886;IND-PLANT;SL-3;Hazardous;WH-IND-01;WH-MUM-01;2026-02-02 06:00;Confirmed;355068
ORD-0006771;CUST-02003;2026-03-17;2026-03-19;Low;217;5,56;27;Electronics;MAT-3087;COI-PLANT;SL-9;Hazardous;WH-COI-01;WH-CHE-01;2026-03-19 06:00;Confirmed;772053
ORD-0006772;CUST-00198;2026-03-30;2026-04-01;High;3798;22,58;23;Textiles;MAT-1910;PAT-PLANT;SL-12;Normal;WH-PAT-01;WH-KOL-01;2026-04-01 06:00;Confirmed;330336
ORD-0006773;CUST-00190;2026-02-16;2026-02-18;Medium;1363;15,01;4;Steel;MAT-1135;RAN-PLANT;SL-14;Temperature Controlled;WH-RAN-01;WH-DEL-01;2026-02-18 06:00;Confirmed;336989
ORD-0006774;CUST-02702;2026-02-26;2026-02-28;Medium;2733;14,57;8;Steel;MAT-2126;GUW-PLANT;SL-15;Hazardous;WH-GUW-01;WH-SIL-01;2026-02-28 06:00;Confirmed;570052
ORD-0006775;CUST-01184;2026-02-17;2026-02-19;Low;3627;4,84;3;Electronics;MAT-9695;BAN-PLANT;SL-12;Fragile;WH-BAN-01;WH-MYS-01;2026-02-19 06:00;Confirmed;691767
ORD-0006776;CUST-00031;2026-02-26;2026-02-28;High;3394;15,53;1;Machinery;MAT-5642;BAN-PLANT;SL-6;Temperature Controlled;WH-BAN-01;WH-HYD-01;2026-02-28 06:00;Confirmed;271037
ORD-0006777;CUST-00259;2026-01-09;2026-01-11;Medium;3406;6,42;29;Machinery;MAT-8589;BAN-PLANT;SL-12;Fragile;WH-BAN-01;WH-CHE-01;2026-01-11 06:00;Confirmed;54570
ORD-0006778;CUST-01004;2026-01-18;2026-01-20;Low;1194;21,62;22;Machinery;MAT-6098;BAN-PLANT;SL-6;Normal;WH-BAN-01;WH-MUM-01;2026-01-20 06:00;Confirmed;601554
ORD-0006779;CUST-01991;2026-01-04;2026-01-06;Low;1601;2,27;12;Machinery;MAT-5251;BAN-PLANT;SL-13;Temperature Controlled;WH-BAN-01;WH-DEL-01;2026-01-06 06:00;Confirmed;398801
ORD-0006780;CUST-01184;2026-03-12;2026-03-14;Medium;2476;22,86;6;Pharma;MAT-8324;DEL-PLANT;SL-10;Fragile;WH-DEL-01;WH-MUM-01;2026-03-14 06:00;Confirmed;246922
ORD-0006781;CUST-01126;2026-01-06;2026-01-08;Medium;2356;9,02;7;Electronics;MAT-7795;DEL-PLANT;SL-14;Normal;WH-DEL-01;WH-KOL-01;2026-01-08 06:00;Confirmed;561710
ORD-0006782;CUST-01639;2026-01-26;2026-01-28;Medium;549;21,85;28;Machinery;MAT-2180;DEL-PLANT;SL-10;Normal;WH-DEL-01;WH-JAI-01;2026-01-28 06:00;Confirmed;318502
ORD-0006783;CUST-02990;2026-02-03;2026-02-05;Low;827;15,3;6;Textiles;MAT-7038;MUM-PLANT;SL-3;Temperature Controlled;WH-MUM-01;WH-AHM-01;2026-02-05 06:00;Confirmed;761978
ORD-0006784;CUST-02024;2026-01-27;2026-01-29;Low;2277;5,79;11;Auto Parts;MAT-3290;MUM-PLANT;SL-8;Hazardous;WH-MUM-01;WH-PUN-01;2026-01-29 06:00;Confirmed;335199
ORD-0006785;CUST-00466;2026-01-23;2026-01-25;Medium;1765;13,65;1;FMCG;MAT-3052;MUM-PLANT;SL-12;Temperature Controlled;WH-MUM-01;WH-SUR-01;2026-01-25 06:00;Confirmed;233258
ORD-0006786;CUST-01811;2026-02-21;2026-02-23;Medium;442;5,47;13;Machinery;MAT-8229;CHE-PLANT;SL-8;Normal;WH-CHE-01;WH-HYD-01;2026-02-23 06:00;Confirmed;88546
ORD-0006787;CUST-01895;2026-01-05;2026-01-07;Medium;1507;3,05;15;Textiles;MAT-2770;CHE-PLANT;SL-9;Temperature Controlled;WH-CHE-01;WH-KOL-01;2026-01-07 06:00;Confirmed;228049
ORD-0006788;CUST-00216;2026-02-19;2026-02-21;Low;273;13,37;21;Auto Parts;MAT-5677;CHE-PLANT;SL-5;Fragile;WH-CHE-01;WH-BAN-01;2026-02-21 06:00;Confirmed;758973
ORD-0006789;CUST-01306;2026-03-02;2026-03-04;Medium;1955;4,32;7;Pharma;MAT-8757;KOL-PLANT;SL-3;Temperature Controlled;WH-KOL-01;WH-GUW-01;2026-03-04 06:00;Confirmed;214639
ORD-0006790;CUST-02478;2026-03-31;2026-04-02;Low;3055;12,1;4;Steel;MAT-6582;KOL-PLANT;SL-1;Normal;WH-KOL-01;WH-BHU-01;2026-04-02 06:00;Confirmed;750942
ORD-0006791;CUST-00130;2026-02-28;2026-03-02;Low;2079;17,91;17;Textiles;MAT-1341;PUN-PLANT;SL-15;Fragile;WH-PUN-01;WH-NAG-01;2026-03-02 06:00;Confirmed;774421
ORD-0006792;CUST-02166;2026-03-23;2026-03-25;Medium;3864;6,39;8;FMCG;MAT-5584;HYD-PLANT;SL-10;Temperature Controlled;WH-HYD-01;WH-VIZ-01;2026-03-25 06:00;Confirmed;562599
ORD-0006793;CUST-00261;2026-03-29;2026-03-31;High;3371;17,97;4;Machinery;MAT-2735;AHM-PLANT;SL-10;Temperature Controlled;WH-AHM-01;WH-JAI-01;2026-03-31 06:00;Confirmed;390284
ORD-0006794;CUST-01426;2026-03-04;2026-03-06;High;3819;18,2;29;Electronics;MAT-5345;LUC-PLANT;SL-7;Hazardous;WH-LUC-01;WH-DEL-01;2026-03-06 06:00;Confirmed;180838
ORD-0006795;CUST-02317;2026-03-27;2026-03-29;High;3523;16,02;23;Pharma;MAT-3218;IND-PLANT;SL-15;Normal;WH-IND-01;WH-MUM-01;2026-03-29 06:00;Confirmed;381887
ORD-0006796;CUST-02624;2026-02-28;2026-03-02;High;1451;2,61;20;FMCG;MAT-2207;COI-PLANT;SL-2;Hazardous;WH-COI-01;WH-CHE-01;2026-03-02 06:00;Confirmed;349145
ORD-0006797;CUST-00414;2026-02-06;2026-02-08;Low;3618;19,98;29;Textiles;MAT-5229;PAT-PLANT;SL-7;Normal;WH-PAT-01;WH-KOL-01;2026-02-08 06:00;Confirmed;192184
ORD-0006798;CUST-00257;2026-02-12;2026-02-14;Low;2947;13,43;16;Machinery;MAT-1047;RAN-PLANT;SL-2;Temperature Controlled;WH-RAN-01;WH-DEL-01;2026-02-14 06:00;Confirmed;117130
ORD-0006799;CUST-01720;2026-03-09;2026-03-11;Medium;1331;24,09;14;Machinery;MAT-4539;GUW-PLANT;SL-2;Normal;WH-GUW-01;WH-SIL-01;2026-03-11 06:00;Confirmed;743189
ORD-0006800;CUST-02574;2026-03-19;2026-03-21;High;3716;23,08;15;Pharma;MAT-7478;BAN-PLANT;SL-1;Temperature Controlled;WH-BAN-01;WH-MYS-01;2026-03-21 06:00;Confirmed;703830
ORD-0006801;CUST-01033;2026-01-27;2026-01-29;Medium;946;23,15;19;Auto Parts;MAT-1029;BAN-PLANT;SL-14;Fragile;WH-BAN-01;WH-HYD-01;2026-01-29 06:00;Confirmed;754105
ORD-0006802;CUST-00101;2026-02-23;2026-02-25;Medium;790;1,16;21;Electronics;MAT-3900;BAN-PLANT;SL-11;Temperature Controlled;WH-BAN-01;WH-CHE-01;2026-02-25 06:00;Confirmed;54210
ORD-0006803;CUST-00438;2026-03-29;2026-03-31;Medium;926;24,83;26;Machinery;MAT-8340;BAN-PLANT;SL-1;Hazardous;WH-BAN-01;WH-MUM-01;2026-03-31 06:00;Confirmed;202438
ORD-0006804;CUST-02443;2026-01-06;2026-01-08;Medium;3280;8,56;15;Machinery;MAT-8149;BAN-PLANT;SL-4;Hazardous;WH-BAN-01;WH-DEL-01;2026-01-08 06:00;Confirmed;329331
ORD-0006805;CUST-02373;2026-03-21;2026-03-23;Medium;408;9,22;9;FMCG;MAT-6837;DEL-PLANT;SL-11;Hazardous;WH-DEL-01;WH-MUM-01;2026-03-23 06:00;Confirmed;466043
ORD-0006806;CUST-02971;2026-01-15;2026-01-17;Medium;3241;15,32;21;FMCG;MAT-7936;DEL-PLANT;SL-13;Normal;WH-DEL-01;WH-KOL-01;2026-01-17 06:00;Confirmed;726532
ORD-0006807;CUST-00738;2026-03-20;2026-03-22;Low;723;12,2;17;Steel;MAT-4922;DEL-PLANT;SL-7;Temperature Controlled;WH-DEL-01;WH-JAI-01;2026-03-22 06:00;Confirmed;253570
ORD-0006808;CUST-00994;2026-01-21;2026-01-23;High;230;15,18;12;Auto Parts;MAT-8970;MUM-PLANT;SL-2;Normal;WH-MUM-01;WH-AHM-01;2026-01-23 06:00;Confirmed;435680
ORD-0006809;CUST-00674;2026-02-21;2026-02-23;Medium;3481;12,52;19;Pharma;MAT-1410;MUM-PLANT;SL-15;Hazardous;WH-MUM-01;WH-PUN-01;2026-02-23 06:00;Confirmed;292003
ORD-0006810;CUST-01112;2026-03-20;2026-03-22;Medium;844;18,39;28;Auto Parts;MAT-1397;MUM-PLANT;SL-4;Hazardous;WH-MUM-01;WH-SUR-01;2026-03-22 06:00;Confirmed;345311
ORD-0006811;CUST-01662;2026-01-08;2026-01-10;Medium;3975;1,42;11;Textiles;MAT-5121;CHE-PLANT;SL-7;Fragile;WH-CHE-01;WH-HYD-01;2026-01-10 06:00;Confirmed;413175
ORD-0006812;CUST-01994;2026-01-16;2026-01-18;Low;3930;19,84;24;Steel;MAT-8471;CHE-PLANT;SL-13;Normal;WH-CHE-01;WH-KOL-01;2026-01-18 06:00;Confirmed;431680
ORD-0006813;CUST-00612;2026-03-21;2026-03-23;Low;2453;23,57;9;Machinery;MAT-5017;CHE-PLANT;SL-14;Temperature Controlled;WH-CHE-01;WH-BAN-01;2026-03-23 06:00;Confirmed;408660
ORD-0006814;CUST-01531;2026-03-23;2026-03-25;High;1293;7,54;19;Electronics;MAT-7069;KOL-PLANT;SL-13;Normal;WH-KOL-01;WH-GUW-01;2026-03-25 06:00;Confirmed;295932
